['2', ' 0', ' 3', ' 9', ' 0']
['3', ' 149394', ' 1', ' 9', ' 43', ' 0']
['3', ' 149757', ' 1', ' 9', ' 45', ' 100']
['3', ' 150365', ' 1', ' 9', ' 45', ' 0']
['3', ' 150744', ' 1', ' 9', ' 43', ' 127']
['3', ' 150847', ' 1', ' 9', ' 43', ' 0']
['3', ' 151411', ' 1', ' 9', ' 45', ' 91']
['3', ' 151542', ' 1', ' 9', ' 45', ' 0']
['3', ' 151671', ' 1', ' 9', ' 45', ' 82']
['3', ' 152020', ' 1', ' 9', ' 45', ' 0']
['3', ' 152654', ' 1', ' 9', ' 47', ' 123']
['3', ' 152654', ' 1', ' 9', ' 45', ' 117']
['3', ' 152676', ' 1', ' 9', ' 47', ' 0']
['3', ' 152774', ' 1', ' 9', ' 45', ' 0']
['3', ' 153323', ' 1', ' 9', ' 45', ' 95']
['3', ' 153445', ' 1', ' 9', ' 45', ' 0']
['3', ' 153597', ' 1', ' 9', ' 45', ' 84']
['3', ' 153966', ' 1', ' 9', ' 45', ' 0']
['3', ' 154573', ' 1', ' 9', ' 47', ' 127']
['3', ' 154680', ' 1', ' 9', ' 47', ' 0']
['3', ' 155265', ' 1', ' 9', ' 45', ' 95']
['3', ' 155366', ' 1', ' 9', ' 45', ' 0']
['3', ' 155523', ' 1', ' 9', ' 45', ' 91']
['3', ' 155885', ' 1', ' 9', ' 45', ' 0']
['3', ' 156487', ' 1', ' 9', ' 50', ' 127']
['3', ' 156593', ' 1', ' 9', ' 50', ' 0']
['3', ' 157189', ' 1', ' 9', ' 45', ' 100']
['3', ' 157310', ' 1', ' 9', ' 45', ' 0']
['3', ' 157469', ' 1', ' 9', ' 45', ' 91']
['3', ' 157706', ' 1', ' 9', ' 45', ' 0']
['3', ' 158455', ' 1', ' 9', ' 49', ' 123']
['3', ' 158457', ' 1', ' 9', ' 48', ' 97']
['3', ' 158457', ' 1', ' 9', ' 47', ' 111']
['3', ' 158478', ' 1', ' 9', ' 48', ' 0']
['3', ' 158478', ' 1', ' 9', ' 47', ' 0']
['3', ' 158667', ' 1', ' 9', ' 49', ' 0']
['3', ' 159166', ' 1', ' 9', ' 45', ' 95']
['3', ' 159271', ' 1', ' 9', ' 45', ' 0']
['3', ' 159407', ' 1', ' 9', ' 45', ' 95']
['3', ' 159613', ' 1', ' 9', ' 45', ' 0']
['3', ' 160324', ' 1', ' 9', ' 49', ' 123']
['3', ' 160534', ' 1', ' 9', ' 49', ' 0']
['3', ' 161061', ' 1', ' 9', ' 45', ' 111']
['3', ' 161188', ' 1', ' 9', ' 45', ' 0']
['3', ' 161309', ' 1', ' 9', ' 45', ' 111']
['3', ' 161562', ' 1', ' 9', ' 45', ' 0']
['3', ' 162252', ' 1', ' 9', ' 49', ' 123']
['3', ' 162472', ' 1', ' 9', ' 49', ' 0']
['3', ' 162973', ' 1', ' 9', ' 45', ' 111']
['3', ' 163104', ' 1', ' 9', ' 45', ' 0']
['3', ' 163235', ' 1', ' 9', ' 45', ' 111']
['3', ' 163453', ' 1', ' 9', ' 45', ' 0']
['3', ' 164162', ' 1', ' 9', ' 48', ' 123']
['3', ' 164246', ' 1', ' 9', ' 48', ' 0']
['3', ' 164876', ' 1', ' 9', ' 45', ' 95']
['3', ' 165009', ' 1', ' 9', ' 45', ' 0']
['3', ' 165124', ' 1', ' 9', ' 45', ' 95']
['3', ' 165447', ' 1', ' 9', ' 45', ' 0']
['3', ' 166069', ' 1', ' 9', ' 40', ' 123']
['3', ' 166160', ' 1', ' 9', ' 40', ' 0']
['3', ' 166790', ' 1', ' 9', ' 45', ' 91']
['3', ' 166909', ' 1', ' 9', ' 45', ' 0']
['3', ' 167038', ' 1', ' 9', ' 45', ' 100']
['3', ' 167286', ' 1', ' 9', ' 45', ' 0']
['3', ' 167990', ' 1', ' 9', ' 40', ' 123']
['3', ' 168052', ' 1', ' 9', ' 40', ' 0']
['3', ' 168711', ' 1', ' 9', ' 45', ' 100']
['3', ' 168842', ' 1', ' 9', ' 45', ' 0']
['3', ' 168973', ' 1', ' 9', ' 45', ' 95']
['3', ' 169233', ' 1', ' 9', ' 45', ' 0']
['3', ' 169883', ' 1', ' 9', ' 40', ' 123']
['3', ' 169947', ' 1', ' 9', ' 40', ' 0']
['3', ' 170625', ' 1', ' 9', ' 47', ' 100']
['3', ' 170754', ' 1', ' 9', ' 47', ' 0']
['3', ' 170882', ' 1', ' 9', ' 47', ' 100']
['3', ' 171217', ' 1', ' 9', ' 47', ' 0']
['3', ' 171797', ' 1', ' 9', ' 39', ' 117']
['3', ' 171797', ' 1', ' 9', ' 40', ' 127']
['3', ' 171804', ' 1', ' 9', ' 39', ' 0']
['3', ' 171893', ' 1', ' 9', ' 40', ' 0']
['3', ' 172551', ' 1', ' 9', ' 45', ' 100']
['3', ' 172668', ' 1', ' 9', ' 45', ' 0']
['3', ' 172799', ' 1', ' 9', ' 45', ' 91']
['3', ' 173150', ' 1', ' 9', ' 45', ' 0']
['3', ' 173768', ' 1', ' 9', ' 39', ' 97']
['3', ' 173768', ' 1', ' 9', ' 40', ' 127']
['3', ' 173771', ' 1', ' 9', ' 39', ' 0']
['3', ' 173868', ' 1', ' 9', ' 40', ' 0']
['3', ' 174486', ' 1', ' 9', ' 45', ' 95']
['3', ' 174617', ' 1', ' 9', ' 45', ' 0']
['3', ' 174750', ' 1', ' 9', ' 45', ' 91']
['3', ' 175125', ' 1', ' 9', ' 45', ' 0']
['3', ' 175689', ' 1', ' 9', ' 40', ' 100']
['3', ' 175780', ' 1', ' 9', ' 40', ' 0']
['3', ' 176407', ' 1', ' 9', ' 45', ' 95']
['3', ' 176407', ' 1', ' 9', ' 47', ' 88']
['3', ' 176442', ' 1', ' 9', ' 47', ' 0']
['3', ' 176536', ' 1', ' 9', ' 45', ' 0']
['3', ' 176664', ' 1', ' 9', ' 45', ' 91']
['3', ' 177081', ' 1', ' 9', ' 45', ' 0']
['3', ' 177594', ' 1', ' 9', ' 40', ' 123']
