['1', ' 0', ' 2', ' 0', ' 101', ' 0']
['2', ' 109440', ' 1', ' 0', ' 38', ' 95']
['2', ' 109920', ' 0', ' 0', ' 62', ' 95']
['2', ' 109920', ' 0', ' 0', ' 57', ' 95']
['2', ' 109920', ' 0', ' 0', ' 54', ' 95']
['2', ' 109920', ' 0', ' 0', ' 50', ' 95']
['2', ' 109920', ' 0', ' 0', ' 45', ' 95']
['2', ' 109920', ' 0', ' 0', ' 38', ' 95']
['2', ' 109920', ' 1', ' 0', ' 62', ' 95']
['2', ' 109920', ' 1', ' 0', ' 57', ' 95']
['2', ' 109920', ' 1', ' 0', ' 54', ' 95']
['2', ' 109920', ' 1', ' 0', ' 50', ' 95']
['2', ' 109920', ' 1', ' 0', ' 45', ' 95']
['2', ' 109920', ' 1', ' 0', ' 38', ' 95']
['2', ' 110400', ' 0', ' 0', ' 62', ' 95']
['2', ' 110400', ' 0', ' 0', ' 57', ' 95']
['2', ' 110400', ' 0', ' 0', ' 54', ' 95']
['2', ' 110400', ' 0', ' 0', ' 50', ' 95']
['2', ' 110400', ' 0', ' 0', ' 45', ' 95']
['2', ' 110400', ' 0', ' 0', ' 38', ' 95']
['2', ' 110400', ' 1', ' 0', ' 62', ' 95']
['2', ' 110400', ' 1', ' 0', ' 57', ' 95']
['2', ' 110400', ' 1', ' 0', ' 54', ' 95']
['2', ' 110400', ' 1', ' 0', ' 50', ' 95']
['2', ' 110400', ' 1', ' 0', ' 45', ' 95']
['2', ' 110400', ' 1', ' 0', ' 38', ' 95']
['2', ' 110880', ' 0', ' 0', ' 62', ' 95']
['2', ' 110880', ' 0', ' 0', ' 57', ' 95']
['2', ' 110880', ' 0', ' 0', ' 54', ' 95']
['2', ' 110880', ' 0', ' 0', ' 50', ' 95']
['2', ' 110880', ' 0', ' 0', ' 45', ' 95']
['2', ' 110880', ' 0', ' 0', ' 38', ' 95']
['2', ' 110880', ' 1', ' 0', ' 62', ' 95']
['2', ' 110880', ' 1', ' 0', ' 57', ' 95']
['2', ' 110880', ' 1', ' 0', ' 54', ' 95']
['2', ' 110880', ' 1', ' 0', ' 50', ' 95']
['2', ' 110880', ' 1', ' 0', ' 45', ' 95']
['2', ' 110880', ' 1', ' 0', ' 38', ' 95']
['2', ' 111360', ' 0', ' 0', ' 62', ' 95']
['2', ' 111360', ' 0', ' 0', ' 57', ' 95']
['2', ' 111360', ' 0', ' 0', ' 54', ' 95']
['2', ' 111360', ' 0', ' 0', ' 50', ' 95']
['2', ' 111360', ' 0', ' 0', ' 45', ' 95']
['2', ' 111360', ' 0', ' 0', ' 38', ' 95']
['2', ' 111360', ' 1', ' 0', ' 72', ' 127']
['2', ' 111360', ' 1', ' 0', ' 67', ' 95']
['2', ' 111360', ' 1', ' 0', ' 64', ' 95']
['2', ' 111360', ' 1', ' 0', ' 60', ' 127']
['2', ' 111360', ' 1', ' 0', ' 55', ' 127']
['2', ' 111360', ' 1', ' 0', ' 48', ' 127']
['2', ' 112320', ' 0', ' 0', ' 72', ' 127']
['2', ' 112320', ' 0', ' 0', ' 67', ' 95']
['2', ' 112320', ' 0', ' 0', ' 64', ' 95']
['2', ' 112320', ' 0', ' 0', ' 60', ' 127']
['2', ' 112320', ' 0', ' 0', ' 55', ' 127']
['2', ' 112320', ' 0', ' 0', ' 48', ' 127']
['2', ' 112320', ' 1', ' 0', ' 72', ' 95']
['2', ' 112320', ' 1', ' 0', ' 67', ' 95']
['2', ' 112320', ' 1', ' 0', ' 64', ' 95']
['2', ' 112320', ' 1', ' 0', ' 60', ' 95']
['2', ' 112320', ' 1', ' 0', ' 55', ' 95']
['2', ' 112320', ' 1', ' 0', ' 48', ' 95']
['2', ' 112800', ' 0', ' 0', ' 72', ' 95']
['2', ' 112800', ' 0', ' 0', ' 67', ' 95']
['2', ' 112800', ' 0', ' 0', ' 64', ' 95']
['2', ' 112800', ' 0', ' 0', ' 60', ' 95']
['2', ' 112800', ' 0', ' 0', ' 55', ' 95']
['2', ' 112800', ' 0', ' 0', ' 48', ' 95']
['2', ' 112800', ' 1', ' 0', ' 72', ' 95']
['2', ' 112800', ' 1', ' 0', ' 67', ' 95']
['2', ' 112800', ' 1', ' 0', ' 64', ' 95']
['2', ' 112800', ' 1', ' 0', ' 60', ' 95']
['2', ' 112800', ' 1', ' 0', ' 55', ' 95']
['2', ' 112800', ' 1', ' 0', ' 48', ' 95']
['2', ' 113280', ' 0', ' 0', ' 72', ' 95']
['2', ' 113280', ' 0', ' 0', ' 67', ' 95']
['2', ' 113280', ' 0', ' 0', ' 64', ' 95']
['2', ' 113280', ' 0', ' 0', ' 60', ' 95']
['2', ' 113280', ' 0', ' 0', ' 55', ' 95']
['2', ' 113280', ' 0', ' 0', ' 48', ' 95']
['2', ' 113280', ' 1', ' 0', ' 72', ' 95']
['2', ' 113280', ' 1', ' 0', ' 67', ' 95']
['2', ' 113280', ' 1', ' 0', ' 64', ' 95']
['2', ' 113280', ' 1', ' 0', ' 60', ' 95']
['2', ' 113280', ' 1', ' 0', ' 55', ' 95']
['2', ' 113280', ' 1', ' 0', ' 48', ' 95']
['2', ' 113760', ' 0', ' 0', ' 72', ' 95']
['2', ' 113760', ' 0', ' 0', ' 67', ' 95']
['2', ' 113760', ' 0', ' 0', ' 64', ' 95']
['2', ' 113760', ' 0', ' 0', ' 60', ' 95']
['2', ' 113760', ' 0', ' 0', ' 55', ' 95']
['2', ' 113760', ' 0', ' 0', ' 48', ' 95']
['2', ' 113760', ' 1', ' 0', ' 72', ' 95']
['2', ' 113760', ' 1', ' 0', ' 67', ' 95']
['2', ' 113760', ' 1', ' 0', ' 64', ' 95']
['2', ' 113760', ' 1', ' 0', ' 60', ' 95']
['2', ' 113760', ' 1', ' 0', ' 55', ' 95']
['2', ' 113760', ' 1', ' 0', ' 48', ' 95']
['2', ' 114240', ' 0', ' 0', ' 72', ' 95']
['2', ' 114240', ' 0', ' 0', ' 67', ' 95']
['2', ' 114240', ' 0', ' 0', ' 64', ' 95']
['2', ' 114240', ' 0', ' 0', ' 60', ' 95']
['2', ' 114240', ' 0', ' 0', ' 55', ' 95']
['2', ' 114240', ' 0', ' 0', ' 48', ' 95']
['2', ' 114240', ' 1', ' 0', ' 72', ' 95']
['2', ' 114240', ' 1', ' 0', ' 67', ' 95']
['2', ' 114240', ' 1', ' 0', ' 64', ' 95']
['2', ' 114240', ' 1', ' 0', ' 60', ' 95']
['2', ' 114240', ' 1', ' 0', ' 55', ' 95']
['2', ' 114240', ' 1', ' 0', ' 48', ' 95']
['2', ' 114720', ' 0', ' 0', ' 72', ' 95']
['2', ' 114720', ' 0', ' 0', ' 67', ' 95']
['2', ' 114720', ' 0', ' 0', ' 64', ' 95']
['2', ' 114720', ' 0', ' 0', ' 60', ' 95']
['2', ' 114720', ' 0', ' 0', ' 55', ' 95']
['2', ' 114720', ' 0', ' 0', ' 48', ' 95']
['2', ' 114720', ' 1', ' 0', ' 72', ' 127']
['2', ' 114720', ' 1', ' 0', ' 67', ' 127']
['2', ' 114720', ' 1', ' 0', ' 65', ' 127']
['2', ' 114720', ' 1', ' 0', ' 60', ' 127']
['2', ' 114720', ' 1', ' 0', ' 57', ' 127']
['2', ' 114720', ' 1', ' 0', ' 48', ' 127']
['2', ' 115680', ' 0', ' 0', ' 72', ' 127']
['2', ' 115680', ' 0', ' 0', ' 67', ' 127']
['2', ' 115680', ' 0', ' 0', ' 65', ' 127']
['2', ' 115680', ' 0', ' 0', ' 60', ' 127']
['2', ' 115680', ' 0', ' 0', ' 57', ' 127']
['2', ' 115680', ' 0', ' 0', ' 48', ' 127']
['2', ' 115680', ' 1', ' 0', ' 72', ' 95']
['2', ' 115680', ' 1', ' 0', ' 67', ' 95']
['2', ' 115680', ' 1', ' 0', ' 65', ' 95']
['2', ' 115680', ' 1', ' 0', ' 60', ' 95']
['2', ' 115680', ' 1', ' 0', ' 57', ' 95']
['2', ' 115680', ' 1', ' 0', ' 48', ' 95']
['2', ' 116160', ' 0', ' 0', ' 72', ' 95']
['2', ' 116160', ' 0', ' 0', ' 67', ' 95']
['2', ' 116160', ' 0', ' 0', ' 65', ' 95']
['2', ' 116160', ' 0', ' 0', ' 60', ' 95']
['2', ' 116160', ' 0', ' 0', ' 57', ' 95']
['2', ' 116160', ' 0', ' 0', ' 48', ' 95']
['2', ' 116160', ' 1', ' 0', ' 72', ' 95']
['2', ' 116160', ' 1', ' 0', ' 67', ' 95']
['2', ' 116160', ' 1', ' 0', ' 65', ' 95']
['2', ' 116160', ' 1', ' 0', ' 60', ' 95']
['2', ' 116160', ' 1', ' 0', ' 57', ' 95']
['2', ' 116160', ' 1', ' 0', ' 48', ' 95']
['2', ' 116400', ' 0', ' 0', ' 72', ' 95']
['2', ' 116400', ' 0', ' 0', ' 67', ' 95']
['2', ' 116400', ' 0', ' 0', ' 65', ' 95']
['2', ' 116400', ' 0', ' 0', ' 60', ' 95']
['2', ' 116400', ' 0', ' 0', ' 57', ' 95']
['2', ' 116400', ' 0', ' 0', ' 48', ' 95']
['2', ' 116400', ' 1', ' 0', ' 72', ' 95']
['2', ' 116400', ' 1', ' 0', ' 67', ' 95']
['2', ' 116400', ' 1', ' 0', ' 65', ' 95']
['2', ' 116400', ' 1', ' 0', ' 60', ' 95']
['2', ' 116400', ' 1', ' 0', ' 57', ' 95']
['2', ' 116400', ' 1', ' 0', ' 48', ' 95']
['2', ' 116640', ' 0', ' 0', ' 72', ' 95']
['2', ' 116640', ' 0', ' 0', ' 67', ' 95']
['2', ' 116640', ' 0', ' 0', ' 65', ' 95']
['2', ' 116640', ' 0', ' 0', ' 60', ' 95']
['2', ' 116640', ' 0', ' 0', ' 57', ' 95']
['2', ' 116640', ' 0', ' 0', ' 48', ' 95']
['2', ' 116640', ' 1', ' 0', ' 72', ' 95']
['2', ' 116640', ' 1', ' 0', ' 67', ' 95']
['2', ' 116640', ' 1', ' 0', ' 65', ' 95']
['2', ' 116640', ' 1', ' 0', ' 60', ' 95']
['2', ' 116640', ' 1', ' 0', ' 57', ' 95']
['2', ' 116640', ' 1', ' 0', ' 48', ' 95']
['2', ' 116880', ' 0', ' 0', ' 72', ' 95']
['2', ' 116880', ' 0', ' 0', ' 67', ' 95']
['2', ' 116880', ' 0', ' 0', ' 65', ' 95']
['2', ' 116880', ' 0', ' 0', ' 60', ' 95']
['2', ' 116880', ' 0', ' 0', ' 57', ' 95']
['2', ' 116880', ' 0', ' 0', ' 48', ' 95']
['2', ' 116880', ' 1', ' 0', ' 72', ' 95']
['2', ' 116880', ' 1', ' 0', ' 67', ' 95']
['2', ' 116880', ' 1', ' 0', ' 65', ' 95']
['2', ' 116880', ' 1', ' 0', ' 60', ' 95']
['2', ' 116880', ' 1', ' 0', ' 57', ' 95']
['2', ' 116880', ' 1', ' 0', ' 48', ' 95']
['2', ' 117120', ' 0', ' 0', ' 72', ' 95']
['2', ' 117120', ' 0', ' 0', ' 67', ' 95']
['2', ' 117120', ' 0', ' 0', ' 65', ' 95']
['2', ' 117120', ' 0', ' 0', ' 60', ' 95']
['2', ' 117120', ' 0', ' 0', ' 57', ' 95']
['2', ' 117120', ' 0', ' 0', ' 48', ' 95']
['2', ' 117120', ' 1', ' 0', ' 72', ' 95']
['2', ' 117120', ' 1', ' 0', ' 67', ' 95']
['2', ' 117120', ' 1', ' 0', ' 65', ' 95']
['2', ' 117120', ' 1', ' 0', ' 60', ' 95']
['2', ' 117120', ' 1', ' 0', ' 57', ' 95']
['2', ' 117120', ' 1', ' 0', ' 48', ' 95']
['2', ' 117600', ' 0', ' 0', ' 72', ' 95']
['2', ' 117600', ' 0', ' 0', ' 67', ' 95']
['2', ' 117600', ' 0', ' 0', ' 65', ' 95']
['2', ' 117600', ' 0', ' 0', ' 60', ' 95']
['2', ' 117600', ' 0', ' 0', ' 57', ' 95']
['2', ' 117600', ' 0', ' 0', ' 48', ' 95']
['2', ' 117600', ' 1', ' 0', ' 72', ' 95']
['2', ' 117600', ' 1', ' 0', ' 67', ' 95']
['2', ' 117600', ' 1', ' 0', ' 65', ' 95']
['2', ' 117600', ' 1', ' 0', ' 60', ' 95']
['2', ' 117600', ' 1', ' 0', ' 57', ' 95']
['2', ' 117600', ' 1', ' 0', ' 48', ' 95']
['2', ' 118080', ' 0', ' 0', ' 72', ' 95']
['2', ' 118080', ' 0', ' 0', ' 67', ' 95']
['2', ' 118080', ' 0', ' 0', ' 65', ' 95']
['2', ' 118080', ' 0', ' 0', ' 60', ' 95']
['2', ' 118080', ' 0', ' 0', ' 57', ' 95']
['2', ' 118080', ' 0', ' 0', ' 48', ' 95']
['2', ' 118080', ' 1', ' 0', ' 72', ' 95']
['2', ' 118080', ' 1', ' 0', ' 67', ' 95']
['2', ' 118080', ' 1', ' 0', ' 65', ' 95']
['2', ' 118080', ' 1', ' 0', ' 60', ' 95']
['2', ' 118080', ' 1', ' 0', ' 57', ' 95']
['2', ' 118080', ' 1', ' 0', ' 48', ' 95']
['2', ' 118560', ' 0', ' 0', ' 72', ' 95']
['2', ' 118560', ' 0', ' 0', ' 67', ' 95']
['2', ' 118560', ' 0', ' 0', ' 65', ' 95']
['2', ' 118560', ' 0', ' 0', ' 60', ' 95']
['2', ' 118560', ' 0', ' 0', ' 57', ' 95']
['2', ' 118560', ' 0', ' 0', ' 48', ' 95']
['2', ' 118560', ' 1', ' 0', ' 72', ' 95']
['2', ' 118560', ' 1', ' 0', ' 67', ' 95']
['2', ' 118560', ' 1', ' 0', ' 64', ' 95']
['2', ' 118560', ' 1', ' 0', ' 60', ' 95']
['2', ' 118560', ' 1', ' 0', ' 55', ' 95']
['2', ' 118560', ' 1', ' 0', ' 48', ' 95']
['2', ' 119040', ' 0', ' 0', ' 72', ' 95']
['2', ' 119040', ' 0', ' 0', ' 67', ' 95']
['2', ' 119040', ' 0', ' 0', ' 64', ' 95']
['2', ' 119040', ' 0', ' 0', ' 60', ' 95']
['2', ' 119040', ' 0', ' 0', ' 55', ' 95']
['2', ' 119040', ' 0', ' 0', ' 48', ' 95']
['2', ' 119040', ' 1', ' 0', ' 72', ' 95']
['2', ' 119040', ' 1', ' 0', ' 67', ' 95']
['2', ' 119040', ' 1', ' 0', ' 64', ' 95']
['2', ' 119040', ' 1', ' 0', ' 60', ' 95']
['2', ' 119040', ' 1', ' 0', ' 55', ' 95']
['2', ' 119040', ' 1', ' 0', ' 48', ' 95']
['2', ' 119520', ' 0', ' 0', ' 72', ' 95']
['2', ' 119520', ' 0', ' 0', ' 67', ' 95']
['2', ' 119520', ' 0', ' 0', ' 64', ' 95']
['2', ' 119520', ' 0', ' 0', ' 60', ' 95']
['2', ' 119520', ' 0', ' 0', ' 55', ' 95']
['2', ' 119520', ' 0', ' 0', ' 48', ' 95']
['2', ' 119520', ' 1', ' 0', ' 72', ' 95']
['2', ' 119520', ' 1', ' 0', ' 67', ' 95']
['2', ' 119520', ' 1', ' 0', ' 64', ' 95']
['2', ' 119520', ' 1', ' 0', ' 60', ' 95']
['2', ' 119520', ' 1', ' 0', ' 55', ' 95']
['2', ' 119520', ' 1', ' 0', ' 48', ' 95']
['2', ' 120000', ' 0', ' 0', ' 72', ' 95']
['2', ' 120000', ' 0', ' 0', ' 67', ' 95']
['2', ' 120000', ' 0', ' 0', ' 64', ' 95']
['2', ' 120000', ' 0', ' 0', ' 60', ' 95']
['2', ' 120000', ' 0', ' 0', ' 55', ' 95']
['2', ' 120000', ' 0', ' 0', ' 48', ' 95']
['2', ' 120000', ' 1', ' 0', ' 72', ' 95']
['2', ' 120000', ' 1', ' 0', ' 67', ' 95']
['2', ' 120000', ' 1', ' 0', ' 64', ' 95']
['2', ' 120000', ' 1', ' 0', ' 60', ' 95']
['2', ' 120000', ' 1', ' 0', ' 55', ' 95']
['2', ' 120000', ' 1', ' 0', ' 48', ' 95']
['2', ' 120960', ' 0', ' 0', ' 72', ' 95']
['2', ' 120960', ' 0', ' 0', ' 67', ' 95']
['2', ' 120960', ' 0', ' 0', ' 64', ' 95']
['2', ' 120960', ' 0', ' 0', ' 60', ' 95']
['2', ' 120960', ' 0', ' 0', ' 55', ' 95']
['2', ' 120960', ' 0', ' 0', ' 48', ' 95']
['2', ' 120960', ' 1', ' 0', ' 72', ' 95']
['2', ' 120960', ' 1', ' 0', ' 67', ' 95']
['2', ' 120960', ' 1', ' 0', ' 64', ' 95']
['2', ' 120960', ' 1', ' 0', ' 60', ' 95']
['2', ' 120960', ' 1', ' 0', ' 55', ' 95']
['2', ' 120960', ' 1', ' 0', ' 48', ' 95']
['2', ' 121440', ' 0', ' 0', ' 72', ' 95']
['2', ' 121440', ' 0', ' 0', ' 67', ' 95']
['2', ' 121440', ' 0', ' 0', ' 64', ' 95']
['2', ' 121440', ' 0', ' 0', ' 60', ' 95']
['2', ' 121440', ' 0', ' 0', ' 55', ' 95']
['2', ' 121440', ' 0', ' 0', ' 48', ' 95']
['2', ' 121440', ' 1', ' 0', ' 72', ' 95']
['2', ' 121440', ' 1', ' 0', ' 67', ' 95']
['2', ' 121440', ' 1', ' 0', ' 64', ' 95']
['2', ' 121440', ' 1', ' 0', ' 60', ' 95']
['2', ' 121440', ' 1', ' 0', ' 55', ' 95']
['2', ' 121440', ' 1', ' 0', ' 48', ' 95']
['2', ' 121920', ' 0', ' 0', ' 72', ' 95']
['2', ' 121920', ' 0', ' 0', ' 67', ' 95']
['2', ' 121920', ' 0', ' 0', ' 64', ' 95']
['2', ' 121920', ' 0', ' 0', ' 60', ' 95']
['2', ' 121920', ' 0', ' 0', ' 55', ' 95']
['2', ' 121920', ' 0', ' 0', ' 48', ' 95']
['2', ' 121920', ' 1', ' 0', ' 72', ' 95']
['2', ' 121920', ' 1', ' 0', ' 67', ' 95']
['2', ' 121920', ' 1', ' 0', ' 64', ' 95']
['2', ' 121920', ' 1', ' 0', ' 60', ' 95']
['2', ' 121920', ' 1', ' 0', ' 55', ' 95']
['2', ' 121920', ' 1', ' 0', ' 48', ' 95']
['2', ' 122400', ' 0', ' 0', ' 72', ' 95']
['2', ' 122400', ' 0', ' 0', ' 67', ' 95']
['2', ' 122400', ' 0', ' 0', ' 64', ' 95']
['2', ' 122400', ' 0', ' 0', ' 60', ' 95']
['2', ' 122400', ' 0', ' 0', ' 55', ' 95']
['2', ' 122400', ' 0', ' 0', ' 48', ' 95']
['2', ' 122400', ' 1', ' 0', ' 72', ' 95']
['2', ' 122400', ' 1', ' 0', ' 67', ' 95']
['2', ' 122400', ' 1', ' 0', ' 65', ' 95']
['2', ' 122400', ' 1', ' 0', ' 60', ' 95']
['2', ' 122400', ' 1', ' 0', ' 57', ' 95']
['2', ' 122400', ' 1', ' 0', ' 48', ' 95']
['2', ' 122880', ' 0', ' 0', ' 72', ' 95']
['2', ' 122880', ' 0', ' 0', ' 67', ' 95']
['2', ' 122880', ' 0', ' 0', ' 65', ' 95']
['2', ' 122880', ' 0', ' 0', ' 60', ' 95']
['2', ' 122880', ' 0', ' 0', ' 57', ' 95']
['2', ' 122880', ' 0', ' 0', ' 48', ' 95']
['2', ' 122880', ' 1', ' 0', ' 72', ' 95']
['2', ' 122880', ' 1', ' 0', ' 67', ' 95']
['2', ' 122880', ' 1', ' 0', ' 65', ' 95']
['2', ' 122880', ' 1', ' 0', ' 60', ' 95']
['2', ' 122880', ' 1', ' 0', ' 57', ' 95']
['2', ' 122880', ' 1', ' 0', ' 48', ' 95']
['2', ' 123360', ' 0', ' 0', ' 72', ' 95']
['2', ' 123360', ' 0', ' 0', ' 67', ' 95']
['2', ' 123360', ' 0', ' 0', ' 65', ' 95']
['2', ' 123360', ' 0', ' 0', ' 60', ' 95']
['2', ' 123360', ' 0', ' 0', ' 57', ' 95']
['2', ' 123360', ' 0', ' 0', ' 48', ' 95']
['2', ' 123360', ' 1', ' 0', ' 72', ' 95']
['2', ' 123360', ' 1', ' 0', ' 67', ' 95']
['2', ' 123360', ' 1', ' 0', ' 65', ' 95']
['2', ' 123360', ' 1', ' 0', ' 60', ' 95']
['2', ' 123360', ' 1', ' 0', ' 57', ' 95']
['2', ' 123360', ' 1', ' 0', ' 48', ' 95']
['2', ' 123840', ' 0', ' 0', ' 72', ' 95']
['2', ' 123840', ' 0', ' 0', ' 67', ' 95']
['2', ' 123840', ' 0', ' 0', ' 65', ' 95']
['2', ' 123840', ' 0', ' 0', ' 60', ' 95']
['2', ' 123840', ' 0', ' 0', ' 57', ' 95']
['2', ' 123840', ' 0', ' 0', ' 48', ' 95']
['2', ' 123840', ' 1', ' 0', ' 72', ' 95']
['2', ' 123840', ' 1', ' 0', ' 67', ' 95']
['2', ' 123840', ' 1', ' 0', ' 64', ' 95']
['2', ' 123840', ' 1', ' 0', ' 60', ' 95']
['2', ' 123840', ' 1', ' 0', ' 55', ' 95']
['2', ' 123840', ' 1', ' 0', ' 48', ' 95']
['2', ' 124320', ' 0', ' 0', ' 72', ' 95']
['2', ' 124320', ' 0', ' 0', ' 67', ' 95']
['2', ' 124320', ' 0', ' 0', ' 64', ' 95']
['2', ' 124320', ' 0', ' 0', ' 60', ' 95']
['2', ' 124320', ' 0', ' 0', ' 55', ' 95']
['2', ' 124320', ' 0', ' 0', ' 48', ' 95']
['2', ' 124320', ' 1', ' 0', ' 72', ' 95']
['2', ' 124320', ' 1', ' 0', ' 67', ' 95']
['2', ' 124320', ' 1', ' 0', ' 65', ' 95']
['2', ' 124320', ' 1', ' 0', ' 60', ' 95']
['2', ' 124320', ' 1', ' 0', ' 57', ' 95']
['2', ' 124320', ' 1', ' 0', ' 48', ' 95']
['2', ' 125280', ' 0', ' 0', ' 72', ' 95']
['2', ' 125280', ' 0', ' 0', ' 67', ' 95']
['2', ' 125280', ' 0', ' 0', ' 65', ' 95']
['2', ' 125280', ' 0', ' 0', ' 60', ' 95']
['2', ' 125280', ' 0', ' 0', ' 57', ' 95']
['2', ' 125280', ' 0', ' 0', ' 48', ' 95']
['2', ' 125280', ' 1', ' 0', ' 72', ' 95']
['2', ' 125280', ' 1', ' 0', ' 67', ' 95']
['2', ' 125280', ' 1', ' 0', ' 65', ' 95']
['2', ' 125280', ' 1', ' 0', ' 60', ' 95']
['2', ' 125280', ' 1', ' 0', ' 57', ' 95']
['2', ' 125280', ' 1', ' 0', ' 48', ' 95']
['2', ' 125760', ' 0', ' 0', ' 72', ' 95']
['2', ' 125760', ' 0', ' 0', ' 67', ' 95']
['2', ' 125760', ' 0', ' 0', ' 65', ' 95']
['2', ' 125760', ' 0', ' 0', ' 60', ' 95']
['2', ' 125760', ' 0', ' 0', ' 57', ' 95']
['2', ' 125760', ' 0', ' 0', ' 48', ' 95']
['2', ' 125760', ' 1', ' 0', ' 72', ' 95']
['2', ' 125760', ' 1', ' 0', ' 67', ' 95']
['2', ' 125760', ' 1', ' 0', ' 64', ' 95']
['2', ' 125760', ' 1', ' 0', ' 60', ' 95']
['2', ' 125760', ' 1', ' 0', ' 55', ' 95']
['2', ' 125760', ' 1', ' 0', ' 48', ' 95']
['2', ' 126240', ' 0', ' 0', ' 72', ' 95']
['2', ' 126240', ' 0', ' 0', ' 67', ' 95']
['2', ' 126240', ' 0', ' 0', ' 64', ' 95']
['2', ' 126240', ' 0', ' 0', ' 60', ' 95']
['2', ' 126240', ' 0', ' 0', ' 55', ' 95']
['2', ' 126240', ' 0', ' 0', ' 48', ' 95']
['2', ' 126240', ' 1', ' 0', ' 72', ' 95']
['2', ' 126240', ' 1', ' 0', ' 67', ' 95']
['2', ' 126240', ' 1', ' 0', ' 65', ' 95']
['2', ' 126240', ' 1', ' 0', ' 60', ' 95']
['2', ' 126240', ' 1', ' 0', ' 57', ' 95']
['2', ' 126240', ' 1', ' 0', ' 48', ' 95']
['2', ' 127200', ' 0', ' 0', ' 72', ' 95']
['2', ' 127200', ' 0', ' 0', ' 67', ' 95']
['2', ' 127200', ' 0', ' 0', ' 65', ' 95']
['2', ' 127200', ' 0', ' 0', ' 60', ' 95']
['2', ' 127200', ' 0', ' 0', ' 57', ' 95']
['2', ' 127200', ' 0', ' 0', ' 48', ' 95']
['2', ' 127200', ' 1', ' 0', ' 72', ' 95']
['2', ' 127200', ' 1', ' 0', ' 67', ' 95']
['2', ' 127200', ' 1', ' 0', ' 65', ' 95']
['2', ' 127200', ' 1', ' 0', ' 60', ' 95']
['2', ' 127200', ' 1', ' 0', ' 57', ' 95']
['2', ' 127200', ' 1', ' 0', ' 48', ' 95']
['2', ' 127680', ' 0', ' 0', ' 72', ' 95']
['2', ' 127680', ' 0', ' 0', ' 67', ' 95']
['2', ' 127680', ' 0', ' 0', ' 65', ' 95']
['2', ' 127680', ' 0', ' 0', ' 60', ' 95']
['2', ' 127680', ' 0', ' 0', ' 57', ' 95']
['2', ' 127680', ' 0', ' 0', ' 48', ' 95']
['2', ' 127680', ' 1', ' 0', ' 72', ' 95']
['2', ' 127680', ' 1', ' 0', ' 67', ' 95']
['2', ' 127680', ' 1', ' 0', ' 64', ' 95']
['2', ' 127680', ' 1', ' 0', ' 60', ' 95']
['2', ' 127680', ' 1', ' 0', ' 55', ' 95']
['2', ' 127680', ' 1', ' 0', ' 48', ' 95']
['2', ' 128160', ' 0', ' 0', ' 72', ' 95']
['2', ' 128160', ' 0', ' 0', ' 67', ' 95']
['2', ' 128160', ' 0', ' 0', ' 64', ' 95']
['2', ' 128160', ' 0', ' 0', ' 60', ' 95']
['2', ' 128160', ' 0', ' 0', ' 55', ' 95']
['2', ' 128160', ' 0', ' 0', ' 48', ' 95']
['2', ' 128160', ' 1', ' 0', ' 72', ' 95']
['2', ' 128160', ' 1', ' 0', ' 67', ' 95']
['2', ' 128160', ' 1', ' 0', ' 65', ' 95']
['2', ' 128160', ' 1', ' 0', ' 60', ' 95']
['2', ' 128160', ' 1', ' 0', ' 57', ' 95']
['2', ' 128160', ' 1', ' 0', ' 48', ' 95']
['2', ' 129120', ' 0', ' 0', ' 72', ' 95']
['2', ' 129120', ' 0', ' 0', ' 67', ' 95']
['2', ' 129120', ' 0', ' 0', ' 65', ' 95']
['2', ' 129120', ' 0', ' 0', ' 60', ' 95']
['2', ' 129120', ' 0', ' 0', ' 57', ' 95']
['2', ' 129120', ' 0', ' 0', ' 48', ' 95']
['2', ' 129120', ' 1', ' 0', ' 72', ' 95']
['2', ' 129120', ' 1', ' 0', ' 67', ' 95']
['2', ' 129120', ' 1', ' 0', ' 65', ' 95']
['2', ' 129120', ' 1', ' 0', ' 60', ' 95']
['2', ' 129120', ' 1', ' 0', ' 57', ' 95']
['2', ' 129120', ' 1', ' 0', ' 48', ' 95']
['2', ' 129600', ' 0', ' 0', ' 72', ' 95']
['2', ' 129600', ' 0', ' 0', ' 67', ' 95']
['2', ' 129600', ' 0', ' 0', ' 65', ' 95']
['2', ' 129600', ' 0', ' 0', ' 60', ' 95']
['2', ' 129600', ' 0', ' 0', ' 57', ' 95']
['2', ' 129600', ' 0', ' 0', ' 48', ' 95']
['2', ' 129600', ' 1', ' 0', ' 72', ' 95']
['2', ' 129600', ' 1', ' 0', ' 67', ' 95']
['2', ' 129600', ' 1', ' 0', ' 64', ' 95']
['2', ' 129600', ' 1', ' 0', ' 60', ' 95']
['2', ' 129600', ' 1', ' 0', ' 55', ' 95']
['2', ' 129600', ' 1', ' 0', ' 48', ' 95']
['2', ' 130080', ' 0', ' 0', ' 72', ' 95']
['2', ' 130080', ' 0', ' 0', ' 67', ' 95']
['2', ' 130080', ' 0', ' 0', ' 64', ' 95']
['2', ' 130080', ' 0', ' 0', ' 60', ' 95']
['2', ' 130080', ' 0', ' 0', ' 55', ' 95']
['2', ' 130080', ' 0', ' 0', ' 48', ' 95']
['2', ' 130080', ' 1', ' 0', ' 72', ' 95']
['2', ' 130080', ' 1', ' 0', ' 67', ' 95']
